,Text,Analysis
13491,in my room its too **** warm! windows open but im still cooking !,1
13492," Good morning! Aww, sorry that you were stuck in the airport for 12 hours!!",1
13493,"  Yeah, I should at least try myself.  Have a good night & visit with the Chiro tmrw!",1
13495,i wish i could of been at commencement this yr  i wonder if they`re really going to protest.,1
13498," Poor Buddy, being teased by mini puggy  I think what you need is a ",0
13500," Not married any more! Silly man! That was done long ago, you do read my tweets! Barely escaped w/out paying him alimony!",0
13501, i can`t wait! its most definately going to be amazing.  <3 michelle,1
13502,Reminising on such a wonderful day yesterday with my family and my love.  Nothing like shooting some basketball with the men in my life,1
13504, **** - doesn`t show how people are more conservative in blackjack,1
13505,Operation Mischevious (Pinwheel) to commence in 25 min... lol  waiting on Ed to show up,1
13506,****... long shift tonight... I really should sleep but I`m not tired. Had a nice talk with Jon after work  Gotta love that boy!,1
13509, hey dude im finishing my lullaby  dude i saw a pic of you w/ long hair umm lets just say keep it short ha,0
13510, weekend is going great  Yours?,1
13512,Sad face moment of the day,0
13513,@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*,1
13514,this is my second to last biology and the first time that i have ever been on time. Haha.,1
13515,"had cold rock, choc mint+bubblegum+cookie+flake+nerds= YUM!!!! XD .  had a fun day.",0
13517,right. coursework now. PROMISE,1
13518,Great album..lucky to have this on vinyl.  ? ~5jhtv,1
13520,_J heehee. i love you! i am tired.,1
13523,I`m Christine and I`m a friggin` shopaholic. Check out my new coat  Had to promise someone I wouldn`t spend for 2 weeks after buying this,1
13524,after pub lunch am now going to daughters for tea life is good,1
13525, sorry I didn`t message you yet... I couldn`t get my thoughts straight. But tomorrow I`ll try  goodnight,0
13526, Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible,1
13527, thanks for reading my blog. and for laughing at MY PERILS AND TRAGEDIES! ****Cries****,1
13529,  lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: ,0
13530,@ Ember with Dante... I have so much fun with him  can I smile any harder...,1
13532,"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story.",0
13533, *hugs* im glad you got to spend time with your mom.  if your free tonight drop by for some spaghetti,1
13534,"today i was so happy got i got off school early, but now i`m bored!!",1
13535,"Had a nice concert yesterday. Nice location, nice people, it was great. But I have a bad cold since yesterday night  Being sick sucks!",1
13536,"Ouch, my back. Man I`m sick",0
13537, Major Fail. Since you asked,0
13538," aw, that`s cute",1
13540,"Im soo happy Kellz is back from TN, we bout hang out  all the time",1
13543,"  i love you,i love you,i love you -you`re the most beautiful and sweet girl ever.",1
13544,_Ho Naw; it was before the 15 mins bug (where tanks would stop spawning after 15 mins)  I`m glad I get to keep it,1
13547,trying to win tickets! com`on dc101...,1
13549,Missing you all deeply,0
13551,"I`m sending a Happy Mama`s Day shout to the greatest Twit-mama ever to ... U kick ****, all day - everyday! Lovely sons!!",1
13552," ahh seen a few of those drop, but I just tossed them thinking it was a once only turn in",0
13554," It Was The Best Evar & My First,, You Didnt Awnser Any Of My Questions  xoxo",1
13556," Hey, Maria! I`m so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon.",0
13557,is cute,1
13559," Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I`m soo excited for 6th June, as its my bday aswell!",1
13560,Taking the dog on a walk..the weather is perfect rite now  _p sucks becuz she didn`t come with me hahaha,1
13561,Maaaan... it is way too nice outside to be in here working.,1
13565,Good morning Sunshine   Tiime for $chooooL ! lol . BBL`,1
13566," oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x)",1
13569, I may be in the US for it in which case I`ll attend but if its off my own back I can`t afford to go,1
13570, i have tickets worth about 70 KD - about 880 Derham - for ta`3yeem my car`s window,1
13572,**** im so bummed out right now....nobody loves me,1
13573,LOL OMG  replied back to me out of all ppl!! THX,1
13574,LOVED Britain`s got talent last night!  Shaun and Greg were both amazing!  Were they HOT too..can`t say I noticed?!!,1
13575, It`s well good!!,1
13578, I love catching people singing in their cars. Even better if they`re dancing,1
13579,"It`s official, I`m finally getting grey hairs at 36  ",0
13580,break from packing. watching the office  Pam: 'I had just woken up. I didn`t look cute. That`s how I knew he meant it.',1
13581," we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat",1
13583,frustrated. I just found out our sitter isn`t avail. tonight. now what? no TKD test 4 me I guess  good thing I`m married to the instructor,1
13584,that`s a whole lot of rainstorm goin` on.  Maybe I won`t go out tonight...,1
13587,busy exam week coming up! always look on the bright side of life  *whistle*,1
13588,hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,0
13589,heading off to schoool. going to have a good day. i just knoww...,1
13591,I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!,1
13592,Poor Johnny is sick   Looks like he`ll be going to the vet tomorrow,0
13593,I want a fake BLT....,0
13595,Happy Mother`s Day,1
13596,"I am going to work than, ill be home, and im going to look for my camera since it must be lost in my house. everyone have a wonderful day",1
13597,I wasn`t going to go out tonight but looks like I`ll be heading over to Main Street,1
13598, just called me a cheeseburglar. He made me sad,0
13599, Thanks  your my first lol,1
13600,_taff_jones  Oh and...NEVAR USE KDE IT IS MADE OF FAIL!,0
13603,Trying to find a foreign place in a foreign town  i have being lost,0
13604,ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,0
13605,got caught in the rain outside. now im cold bbbbrrrrrrrrr,0
13608,Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left,0
13609, Indeed. Thanks for sharing that! Now I can go to sleep giggling. Night!,1
13612,"  - Guess POTUS will be able to do more digging & folo up on the SS nomination. He`s in a good pos 2 do that,",1
13614," Yea, its tough to keep it going. Sometimes I`m not sure its worth it.",0
13615,I`m completely exhausted thanks to yesterday.  Can I go home yet?,0
13617," that happened to me so often, i hated it. every time i moved to a username that i thought i`d love, i moved soon after.",0
13619,going to bed happy mothers day people,1
13621,. you left me first .. and left your bed here for me to look at,1
13622, Ugh my trousers do that too and I`ve never found a way to combat it! It`s so weird,0
13623, My ex-colleagues from Shaanxi kept boasting of their native noodles. So I`m REALLY curious about Shaanxi food.,0
13624, ooooo i love pretty feet,1
13626, he thinks he`s a gangsterrr  his **** don`t even fit in G Unit. & I know :| ))))),1
13628, it`ll probably come out like I`m drunk or something...I`ll be so nervous!! LOL...thats why we will be there to help eachother,0
13629,doing more uni assignments,1
13630, yeah ill be on verizon... so those are my two options right now...,0
13631,i wish my drems could come true,1
13632, LOVE your show  !,1
13635, Thanks!  I am doing good... Did you read any of my blog posts?,1
13638,Someone stole my new laptop at the airport. haven`t even used it. Guess the US economy is breeding a new set of 'opportinists',1
13641,loving Mondays for so many reasons!,1
13643,_nicole  - i have the exact same pic except it`s my hubby & my chihuahua tucker   very cute.,1
13644,"_sko next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! )",1
13645,"Well if you actually went and got your drivers license you wouldn`t have to worry about the bus being ****, haha.",1
13647,todays weigh in....  only lost 1/2 pound this week :o depressing,0
13648, living quite so close to RAF boulmer that might not be a good thing,1
13649, Too bad we`re in Sweden where Up isn`t up on the theaters  here until October,0
13650, Gotta love skype! Make sure you get their new update!,1
13651," Ohhh french tip! My fave, my nails aren`t long enough yet tho  Ill ask the manicurist",0
13652,has the greatest friends in the entire world,1
13653, *whew* Ok good.I really don`t want that too happen. All my friends loved it. Can`t wait to talk about it monday in class.,1
13654,Boooo Animal collective is already sold out.  Guess I`ll be missing that show,0
13655, ah . thanks .. appreciate it,1
13656,"We just crossed into the golden state, its nice being home",1
13657, peace & quiet.  Enjoy it while it lasts!,1
13658,my dark knight dvd is missing   i`m pissed,0
13662," I`ll have to watch it soon then!  An I love, New York? Sweet! I`ll be on the lookout for that.",1
13663,"I woke up with a sore throat  Work tonight. Grad practice in the morning, hanging with family, then GRADUATING FROM HIGH SCHOOL",1
13666,"Dad`s retelling his saskatoon m&g story, love hearing what the guys said to him  I never heard any of it",1
13670,_buns awesome! thank you,1
13675,happy mothers day to all those special moms out there.... i luv u mommy!!,1
13676,Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!,1
13677,"We picked up Boston Legal season 5, enjoying it now.  No matter how offensive Denny can be, I love Denny Crane!  He is a riot.",1
13678,is soooo over school...maybe sick..all week *evil laugh*,0
